rating,comm,date,playtime,comm_ready,rating_bool
Not Recommended,хуня,Posted: 19 Apr @ 4:05am,"8.8 hrs last two weeks / 1,894.2 hrs on record(1,892.1 hrs at review time)",хунь,0
Recommended,хуесосы не могут сделать ксго чтобы в неё можно было играть а не только в кс2,Posted: 19 Apr @ 4:03am,23.5 hrs last two weeks / 119.9 hrs on record(116.1 hrs at review time),хуесоса ксго играть кс2,1
Recommended,буду играть всю жизнь,Posted: 19 Apr @ 3:56am,35.5 hrs last two weeks / 58.4 hrs on record(54.2 hrs at review time),играть,1
Recommended,топ,Posted: 19 Apr @ 3:54am,26.7 hrs last two weeks / 118.8 hrs on record(99.4 hrs at review time),топ,1
Recommended,а-ху-ено запах детства,Posted: 19 Apr @ 3:52am,3.9 hrs last two weeks / 17.6 hrs on record(15.0 hrs at review time),ху ено запах детство,1
Recommended,Как вернуть деньги за бесплатную игру,Posted: 19 Apr @ 3:43am,1.3 hrs last two weeks / 316.2 hrs on record,вернуть бесплатный игра,1
Not Recommended,"Играя в это постепенно моя надежда в правильности бытия постепенно угасает, но вспоминая, что существуют такие игры как Тетрис и Сапёр, я понимаю, что не всё потеряно",Posted: 19 Apr @ 3:41am,1.8 hrs last two weeks / 153.4 hrs on record(151.6 hrs at review time),играть постепенно надежда правильность бытие постепенно угасать вспоминать существовать игра тетрис сапёр понимать потерять,0
Recommended,"я настоящий гомосек, и мне очень нравится данное видеоигралище, созвучно со словом влагалище-с, а еще у меня есть черный друг пидор и поэтому все хуево",Posted: 19 Apr @ 3:45am,9.7 hrs last two weeks / 99.4 hrs on record(94.4 hrs at review time),настоящий гомосечь нравиться данный видеоигралище созвучно слово влагалище чёрный пидор поэтому хуёво,1
Not Recommended,..в кс 3 пофиксят кс 2,Posted: 19 Apr @ 3:41am,45.3 hrs last two weeks / 280.6 hrs on record(267.4 hrs at review time),кс пофиксить кс,0
Recommended,рекомендую,Posted: 19 Apr @ 3:39am,1.4 hrs last two weeks / 1.4 hrs on record(1.0 hrs at review time),рекомендовать,1
Recommended,"В общем поясню за игру как человек который играет в неё давно.1. Античит выключен и читаков много2. Если надумаете покупать Prime-статус то одумайтесь. Он вам по сути не нужен всё равно читаки будут! А 1500 рублей тратить не надо, что нибудь другое купи!3. Игра с ламповой атмосферой, несколько раз нужно будет вытаскивать мать из канавы если играть не умеешь.Всё! Но играть не перестану ибо мне нехер делать!",Posted: 19 Apr @ 3:36am,1.8 hrs last two weeks / 229.3 hrs on record,общий пояснить игра играть давно античит выключить читаковы много2 надумать покупать prime статус одуматься суть нужный равно читаки быть 1500 рубль тратить надо купить игра ламповый атмосфера вытаскивать канава играть уметь всё играть перестать ибо нехер делать,1
Recommended,"Графика топ, как и всё остальное. Единственно, что напрягает - это постоянные читеры в матчах. Надеюсь валв обновит свой античит...",Posted: 19 Apr @ 3:21am,6.1 hrs last two weeks / 10.6 hrs on record(6.3 hrs at review time),графика топ остальной единственно напрягать постоянный читер матч надеяться валва обновить античит,1
Not Recommended,говно,Posted: 19 Apr @ 3:19am,30.7 hrs last two weeks / 47.4 hrs on record(39.3 hrs at review time),говно,0
Recommended," Игра нормальная, если читеров забанят на вечно",Posted: 19 Apr @ 3:13am,29.3 hrs last two weeks / 208.6 hrs on record(200.6 hrs at review time),игра нормальный читер забанить вечно,1
Recommended,Супер Игра Номер 1,Posted: 19 Apr @ 3:07am,"11.9 hrs last two weeks / 1,482.9 hrs on record(1,481.5 hrs at review time)",супер игра номер,1
Recommended,норм но читаков ,Posted: 19 Apr @ 3:03am,15.4 hrs last two weeks / 313.5 hrs on record(305.4 hrs at review time),норма читаковы,1
Not Recommended,не стоит внимания,Posted: 19 Apr @ 3:00am,0.0 hrs last two weeks / 867.0 hrs on record,стоить внимание,0
Recommended,реалистичный шутер,Posted: 19 Apr @ 2:58am,61.7 hrs last two weeks / 167.0 hrs on record(151.7 hrs at review time),реалистичный шутереть,1
Recommended,Имба,Posted: 19 Apr @ 2:56am,5.7 hrs last two weeks / 78.6 hrs on record(76.4 hrs at review time),имб,1
Recommended,норм,Posted: 19 Apr @ 2:54am,17.3 hrs last two weeks / 48.7 hrs on record(47.8 hrs at review time),норма,1
Recommended,нет,Posted: 19 Apr @ 2:50am,25.7 hrs last two weeks / 323.5 hrs on record(310.7 hrs at review time),,1
Not Recommended,"ВЕРНИТЕ COUNTER-STRIKE GLOBAL OFFENSIVE!!! Многократные баги, сырая игра, ужас полнейший ",Posted: 19 Apr @ 2:48am,"1.7 hrs last two weeks / 3,413.6 hrs on record(3,413.0 hrs at review time)",вернуть counter strike global offensive многократный баг сырой игра ужас полный,0
Recommended,игра на 1 день,Posted: 19 Apr @ 2:45am,24.9 hrs last two weeks / 246.1 hrs on record(239.1 hrs at review time),игра,1
Recommended,Имба,Posted: 19 Apr @ 2:45am,4.0 hrs last two weeks / 23.9 hrs on record(23.6 hrs at review time),имб,1
Recommended,графика  тимйты,Posted: 19 Apr @ 2:37am,7.8 hrs last two weeks / 44.8 hrs on record(39.9 hrs at review time),графика тимйт,1
Not Recommended,анти чит просто имба,Posted: 19 Apr @ 2:37am,82.8 hrs last two weeks / 102.4 hrs on record(84.3 hrs at review time),анти чит имб,0
Recommended,"наиграл в эту помойку 2к часов, удалил теперь скачать не могу потому-что росстелеком рафлеры и инет не могут сделать",Posted: 19 Apr @ 2:33am,"9.2 hrs last two weeks / 2,209.1 hrs on record(2,199.8 hrs at review time)",наиграть помойка 2к час удалить скачать потому что росстелек рафлера инет,1
Recommended,игра имба,Posted: 19 Apr @ 2:31am,64.0 hrs last two weeks / 164.9 hrs on record(156.3 hrs at review time),игра имб,1
Recommended,всего хорошего,Posted: 19 Apr @ 2:17am,13.2 hrs last two weeks / 99.9 hrs on record(96.5 hrs at review time),хороший,1
Recommended,игра топ постояна убивают Ж)))))),Posted: 19 Apr @ 2:15am,26.6 hrs last two weeks / 46.6 hrs on record(38.4 hrs at review time),игра топ постоян убивать,1
Not Recommended,"В каждой игре по 2 читера, у меня всё...",Posted: 19 Apr @ 2:14am,"22.7 hrs last two weeks / 1,439.2 hrs on record(1,434.4 hrs at review time)",каждый игра читер всё,0
Recommended,Найс,Posted: 19 Apr @ 2:10am,13.6 hrs last two weeks / 27.2 hrs on record(14.3 hrs at review time),найса,1
Recommended,зашел и поставил бомбу и она взорвалась это полны кек,Posted: 19 Apr @ 2:08am,1.5 hrs last two weeks / 792.0 hrs on record(790.7 hrs at review time),зайти поставить бомба взорваться полный кек,1
Recommended,класснеая,Posted: 19 Apr @ 2:07am,0.0 hrs last two weeks / 438.7 hrs on record,класснеий,1
Recommended,топ,Posted: 19 Apr @ 2:03am,12.4 hrs last two weeks / 50.3 hrs on record(48.8 hrs at review time),топ,1
Not Recommended,Говно реткое!!!,Posted: 19 Apr @ 2:01am,9.2 hrs last two weeks / 683.4 hrs on record,говно реткий,0
Not Recommended,Не смог понять как запустить поиск,Posted: 19 Apr @ 2:01am,"64.0 hrs last two weeks / 6,506.2 hrs on record(6,500.2 hrs at review time)",смочь запустить поиск,0
Recommended,игра топ в часах посхалко,Posted: 19 Apr @ 1:58am,27.1 hrs last two weeks / 154.0 hrs on record(148.8 hrs at review time),игра топ часы посхалко,1
Recommended,пмпчочаоатпртрчапт,Posted: 19 Apr @ 1:44am,12.0 hrs last two weeks / 68.1 hrs on record(64.9 hrs at review time),пмпчочаоатпртрчапт,1
Recommended,я люблю минировать.,Posted: 19 Apr @ 1:40am,29.1 hrs last two weeks / 108.9 hrs on record(107.1 hrs at review time),любить минировать,1
Recommended,софт все тот же,Posted: 19 Apr @ 1:39am,0.8 hrs last two weeks / 0.8 hrs on record,софт,1
Recommended,хусосу,Posted: 19 Apr @ 1:35am,28.6 hrs last two weeks / 35.5 hrs on record(32.0 hrs at review time),хусосать,1
Recommended,"Много читеров, я их рот переворачивал. Но, отлично для времяпровождения с друзьями.",Posted: 19 Apr @ 1:34am,55.9 hrs last two weeks / 182.8 hrs on record(171.8 hrs at review time),читер рот переворачивать но отлично времяпровождение друг,1
